Production ID,Date,Product Type,Machine ID,Shift,Units Produced,Defects,Production Time Hours,Material Cost Per Unit,Labour Cost Per Hour,Energy Consumption kWh,Operator Count,Maintenance Hours,Down time Hours,Production Volume Cubic Meters,Scrap Rate,Rework Hours,Quality Checks Failed,Average Temperature C,Average Humidity Percent
1902-03-09,2022-03-09,Textiles,8,Day,188,4,21.51,11,16.26,466.78,3,0.33,2.09,2.03,0.027,0.68,0,23.1,56.1
1902-03-10,2022-03-10,Furniture,19,Swing,131,7,5.72,38.14,23.72,107.79,1,4.87,0.12,1.13,0.045,,1,21.8,32.8
1902-03-11,2022-03-11,Textiles,6,Night,67,1,12.58,12.95,29.18,484.61,2,3.6,1.98,2.21,0.039,1.27,2,20.7,39
1902-03-12,2022-03-12,Automotive,3,Night,191,3,15.36,36.01,26.43,483.21,1,0.75,,2.18,0.02,0.86,0,22.8,55.8
1902-03-13,2022-03-13,Electronics,14,Night,139,5,12.86,12.39,25.33,413.74,2,,2.12,0.69,0.049,0.97,2,25,48.3
1902-03-14,2022-03-14,Furniture,19,Day,186,6,15.74,21.97,21.05,302.91,1,2.94,2.55,1.78,0.02,0.9,1,20.8,40.2
1902-03-15,2022-03-15,Textiles,6,Swing,179,4,20.72,45.36,25.57,243.3,3,4.59,2.59,2.17,0.016,1.3,1,22.9,54.1
1902-03-16,2022-03-16,Furniture,20,Night,78,7,3.12,48.4,24.04,482.23,2,1.46,0.6,1.55,0.049,1.41,1,23.7,30.1
1902-03-17,2022-03-17,Electronics,13,Day,194,9,9.57,12.09,26.87,375.64,4,4.09,1.74,1.93,0.013,0.98,1,24.6,35.6
1902-03-18,2022-03-18,Automotive,1,Swing,162,2,12.62,42.93,28.79,405.76,1,0.01,0.06,0.93,0.024,1.72,2,21.9,45.4
1902-03-19,2022-03-19,Furniture,18,Night,74,6,13.03,34.03,26.08,423.3,2,4.38,0.27,1.75,0.035,1.89,2,22.6,44.8
1902-03-20,2022-03-20,Electronics,16,Night,79,6,1.28,47.38,18.57,444.2,3,3.8,1.26,1.71,0.048,,1,19.6,59.4
1902-03-21,2022-03-21,Appliances,11,Night,176,1,14.27,25.52,22.17,300.58,4,4.71,0.12,1.04,0.022,0.38,1,18.6,38.6
1902-03-22,2022-03-22,Automotive,2,Day,185,0,17,37.42,25.84,482.6,3,1.98,1.04,2.35,0.036,0.36,0,24.4,32
1902-03-23,2022-03-23,Appliances,11,Day,60,1,9.96,13.38,27.25,218.04,3,4.84,,1.36,0.011,2,1,23.3,40.1
1902-03-24,2022-03-24,Furniture,17,Night,109,9,22.01,22.12,18.32,416.29,4,3.98,2.45,1.91,0.039,,1,24.2,34.6
1902-03-25,2022-03-25,Electronics,16,Day,146,2,16.65,28.58,23.38,150.82,2,0.72,,0.67,0.047,,1,18.9,52.3
1902-03-26,2022-03-26,Furniture,17,Day,97,6,15.5,27.3,29.09,247.35,2,1.16,1.46,0.51,0.016,1.01,1,21.1,40.7
1902-03-27,2022-03-27,Furniture,18,Swing,104,0,5.72,41.02,25.07,277.66,4,4.02,0.02,2.39,0.041,1.32,0,22.8,53
1902-03-28,2022-03-28,Appliances,9,Night,88,9,23.57,13.9,23.12,321.63,1,2.3,2.6,1.93,0.03,0.92,1,24.9,41
1902-03-29,2022-03-29,Furniture,19,Swing,111,0,11.7,12.38,25.48,130.17,1,3.81,2.95,0.8,0.034,1.75,2,20.5,40.6
1902-03-30,2022-03-30,Automotive,3,Day,112,8,1.81,13.36,23.43,258.21,1,2.29,1.35,1.6,0.038,0.56,1,24.1,31.2
1902-03-31,2022-03-31,Automotive,4,Day,103,4,2.7,10.12,19.36,224.74,3,3.12,0.91,0.7,0.038,1.99,0,24.6,38.8
1902-04-01,2022-04-01,Furniture,18,Day,71,8,8.73,21.78,21.11,284.77,2,1.69,0.53,2.06,0.029,1.24,2,20.9,30.6
1902-04-02,2022-04-02,Furniture,20,Night,124,7,1.95,46.71,27.47,391.95,1,2.37,2.17,1.25,0.028,0.18,2,23.7,37.3
1902-04-03,2022-04-03,Automotive,3,Swing,147,,4.88,37.84,23.83,160.52,3,4.24,1.23,0.58,0.022,0.91,0,18.6,35.8
1902-04-04,2022-04-04,Automotive,4,Day,116,,16.59,23.45,21.41,373.01,4,2.49,1.02,0.55,0.017,,2,23,36
1902-04-05,2022-04-05,Furniture,19,Night,81,4,8.88,18.22,16.69,242.79,2,3.44,,0.99,0.044,1.87,1,21.3,58.4
1902-04-06,2022-04-06,Textiles,6,Night,118,9,10.47,39.1,16.73,222.56,1,1.03,2.43,0.88,0.043,0.59,0,18.4,30.3
1902-04-07,2022-04-07,Automotive,3,Night,158,8,22.91,37.83,17.27,260.9,2,3.44,2.13,2.49,0.044,0.93,2,23.5,33.6
1902-04-08,2022-04-08,Textiles,7,Swing,187,0,15.85,34.02,28.89,442.39,4,0.52,2.43,2.4,0.049,1.45,1,22.5,58.6
1902-04-09,2022-04-09,Textiles,5,Night,89,1,7.71,44.93,29.36,126.93,2,3.06,1.59,2.26,0.024,0.18,0,21.2,32.5
1902-04-10,2022-04-10,Appliances,9,Night,57,3,8.84,34.51,26,329.78,1,2.72,1.73,1.27,0.028,0.37,0,19.7,38.3
1902-04-11,2022-04-11,Automotive,2,Night,121,6,22.75,24.51,15.72,393.94,2,2.1,0.04,0.53,0.047,1.31,0,22.1,56.5
1902-04-12,2022-04-12,Automotive,4,Night,74,3,11.26,39.43,24.04,349.67,4,4.14,1.29,1.27,0.018,0.2,0,19.2,49.3
1902-04-13,2022-04-13,Automotive,2,Swing,127,6,11.06,19.49,24.36,314.15,3,2.9,2.41,2.03,0.034,0.57,0,18.7,53.1
1902-04-14,2022-04-14,Automotive,2,Swing,89,8,7.32,34.62,29.77,348.87,4,1.27,1.86,0.7,0.037,0.83,2,22.1,42.5
1902-04-15,2022-04-15,Appliances,11,Day,134,8,8.38,11.5,18.59,241.65,4,2.55,2.07,0.88,0.04,0.44,0,19.4,47.8
1902-04-16,2022-04-16,Appliances,9,Swing,55,9,18.44,27.08,25.85,269.9,4,3.99,0.45,1.03,0.044,0.66,0,23.5,47.8
1902-04-17,2022-04-17,Electronics,13,Day,151,1,19.69,13.27,29.9,255.2,2,4.29,2.74,0.64,0.021,0.48,1,18.6,46.4
1902-04-18,2022-04-18,Appliances,9,Day,80,,6.6,48.55,29.09,332,1,1.55,2.25,1.21,0.034,1.55,0,19.2,40.6
1902-04-19,2022-04-19,Automotive,2,Night,199,1,22.59,16,20.32,453.88,1,0.4,2.69,1.19,0.047,0.48,1,23.3,34
1902-04-20,2022-04-20,Textiles,7,Day,148,7,8.31,22.15,17.12,289.09,2,1.27,0.87,1.43,0.046,1.57,1,24,52.5
1902-04-21,2022-04-21,Automotive,3,Day,171,9,17.33,20.54,16.15,262.06,4,4.45,1.75,0.6,0.034,0.5,0,19.9,37.7
1902-04-22,2022-04-22,Automotive,1,Swing,153,5,15.23,22.58,15.9,371.04,4,3.32,2.41,0.94,0.021,0.13,2,18.7,55
1902-04-23,2022-04-23,Textiles,8,Swing,152,,1.68,27.74,16.32,179.26,2,4.81,1.25,1.51,0.031,1.78,2,20.1,38.5
1902-04-24,2022-04-24,Textiles,6,Day,126,6,20.81,20.6,29.69,456.94,2,0.21,1.02,2.15,0.024,1.45,1,18.9,32.4
1902-04-25,2022-04-25,Furniture,18,Night,105,2,15.52,25.06,29.8,402.77,4,1.76,1.22,0.68,0.037,0.43,0,18.9,39.9
1902-04-26,2022-04-26,Appliances,9,Night,71,6,14.33,20.67,16.74,239.92,4,,1.91,0.7,0.033,0.61,2,22.8,47.7
1902-04-27,2022-04-27,Electronics,14,Night,160,7,13.7,49.06,16.23,183.34,1,1.66,,0.65,0.016,0.46,2,23,55.3
1902-04-28,2022-04-28,Appliances,10,Day,68,4,16.3,21.53,24.97,355.83,3,1.27,0.66,1.49,0.026,1.48,0,24.3,41.7
1902-04-29,2022-04-29,Appliances,12,Swing,198,1,2.9,22.12,27.28,483.67,4,2.29,1.52,0.86,0.048,0.03,1,23.1,33.3
1902-04-30,2022-04-30,Electronics,14,Swing,52,6,18.42,24.81,26.37,449.82,2,3.39,0.21,1.24,0.042,1.93,1,19.2,32.1
1902-05-01,2022-05-01,Textiles,5,Day,158,7,8.02,35.18,15.14,130.89,2,0.91,2.71,1.28,0.027,0.75,0,23.4,44.1
1902-05-02,2022-05-02,Textiles,6,Swing,150,9,10.7,48.8,21.52,211.08,3,3.95,2.8,0.72,0.045,0.57,1,22.2,51.5
1902-05-03,2022-05-03,Automotive,1,Swing,55,,1.95,33.53,25.8,374.94,3,1.07,2.95,2.41,0.029,1.57,2,22.2,46.2
1902-05-04,2022-05-04,Electronics,14,Night,104,5,4.17,49.38,27.19,317.08,1,4.85,2.27,1.73,0.03,0.64,1,21.2,32.8
1902-05-05,2022-05-05,Automotive,1,Swing,78,6,19.56,23.85,25.41,177.87,3,3.91,2.41,2,0.043,,2,18.9,36.1
1902-05-06,2022-05-06,Furniture,20,Day,125,,9.43,46.81,19.95,446.42,1,1.62,2.52,1.83,0.039,0.82,1,24.3,30
1902-05-07,2022-05-07,Textiles,5,Night,50,2,17.73,25.56,19.06,486.29,3,,0.52,1.39,0.01,,0,18,55.1
1902-05-08,2022-05-08,Furniture,20,Swing,121,1,9.58,35.15,27.44,255.16,1,1.91,,2.4,0.026,,0,21.1,32.5
1902-05-09,2022-05-09,Appliances,11,Night,115,4,20.97,12.07,23.15,337.46,4,4.99,2.46,1.17,0.01,0.77,1,19.5,47.6
1902-05-10,2022-05-10,Appliances,9,Night,57,7,12.28,10.17,18.81,241.66,1,2.39,1.25,2.39,0.032,1.8,1,19.4,41.2
1902-05-11,2022-05-11,Electronics,14,Day,92,9,8.41,19.01,28.01,182.63,4,3.4,2.38,1.75,0.028,1.95,1,21.8,37.6
1902-05-12,2022-05-12,Electronics,14,Night,126,5,19.15,11.55,27.25,459.26,4,3.18,0.43,1.38,0.02,0.23,2,18.8,56
1902-05-13,2022-05-13,Textiles,6,Night,168,4,14.08,26.95,22.4,268.64,4,1.51,0.15,1.85,0.049,1.32,0,18.3,48.1
1902-05-14,2022-05-14,Electronics,14,Day,154,9,13.97,27.86,27.16,110.99,4,1.92,1.19,2.16,0.015,0.82,2,22.1,41.3
1902-05-15,2022-05-15,Textiles,8,Night,90,8,17.62,48.2,16.55,229.19,2,2.51,0.81,2.35,0.046,0.71,2,22.3,40.2
1902-05-16,2022-05-16,Furniture,17,Day,192,2,23.72,16.93,28.61,258.51,3,1.24,2.44,1.73,0.048,0.04,0,18.7,40.1
1902-05-17,2022-05-17,Electronics,14,Night,121,,9.54,28.11,29.67,167.94,2,,2.75,1.86,0.045,0.23,0,19.1,45.6
1902-05-18,2022-05-18,Appliances,10,Night,184,7,13.27,22.31,15.16,394.07,1,4.83,1.96,2.41,0.028,0.47,1,18.9,53.1
1902-05-19,2022-05-19,Textiles,5,Night,137,7,7.81,12.39,28,170.8,3,1.42,0.32,1.53,0.049,0.92,1,24.1,48.3
1902-05-20,2022-05-20,Furniture,19,Night,130,,9.92,14.27,26.28,446.81,4,,0.05,2.25,0.01,1.34,1,24,57.4
1902-05-21,2022-05-21,Automotive,3,Swing,69,3,2.43,45.09,27.83,342.91,4,4.11,2.34,1.58,0.022,1.11,0,20.1,41
1902-05-22,2022-05-22,Textiles,7,Swing,194,8,10.17,25.9,19.45,416.88,3,3.92,2.61,2.17,0.016,0.86,2,21.9,52.2
1902-05-23,2022-05-23,Appliances,10,Day,61,0,5.49,40.62,29.33,372.51,1,0.78,2.84,1.67,0.016,1.25,1,23.1,36.8
1902-05-24,2022-05-24,Electronics,15,Night,170,2,15,27.95,27.49,405.13,4,0.81,2.15,0.97,0.04,0.86,1,24.8,58.3
1902-05-25,2022-05-25,Furniture,18,Night,179,,1.99,46.52,21.18,266.86,2,0.85,0.1,0.89,0.021,0.73,2,18.7,32
1902-05-26,2022-05-26,Automotive,3,Night,93,0,3.96,38.09,26.83,337.3,3,2.84,1.44,1.14,0.026,,1,23.4,37.6
1902-05-27,2022-05-27,Electronics,14,Swing,175,4,13.36,23.64,21.39,252.61,1,4.11,1.47,1.04,0.034,1.69,2,19.3,57.6
1902-05-28,2022-05-28,Textiles,8,Swing,195,1,10.42,44.51,19.95,387.98,3,3.68,0.13,1.31,0.041,0.2,1,24.8,57.6
1902-05-29,2022-05-29,Appliances,10,Night,103,6,10.4,13.48,17.19,224.22,3,1.93,2.73,1.89,0.022,1.33,1,22.9,31.6
1902-05-30,2022-05-30,Automotive,1,Swing,185,,13.45,13.04,28.91,233.92,1,2.91,2.29,2.22,0.043,1.99,1,22.8,52.6
1902-05-31,2022-05-31,Automotive,4,Night,141,8,6.32,32.19,18.47,431.11,1,3.52,0.62,0.82,0.031,1.24,0,19.6,48
1902-06-01,2022-06-01,Electronics,13,Day,191,,4.31,39.25,22.67,172.06,4,0.05,1.96,1.63,0.038,,2,21,36.3
1902-06-02,2022-06-02,Furniture,17,Day,83,,2.98,34.04,22.93,259.6,1,4.12,2.44,1.82,0.038,1.34,2,18.5,41.2
1902-06-03,2022-06-03,Appliances,11,Swing,159,,21.23,36.51,15.51,329.3,2,3.92,2.56,1.58,0.046,,1,18,56.9
1902-06-04,2022-06-04,Furniture,18,Night,67,2,18.81,20.42,26.95,153.4,2,3.69,2.6,0.63,0.043,,2,19.8,55.8
1902-06-05,2022-06-05,Furniture,19,Day,154,8,9.54,45.12,25.4,345.11,2,4.82,,1.78,0.045,,2,24.2,36.9
1902-06-06,2022-06-06,Furniture,18,Day,179,9,7.33,48.87,19.34,249.52,3,0.04,1.86,1.15,0.037,0.54,0,20.7,39.1
1902-06-07,2022-06-07,Electronics,15,Swing,71,8,12.94,25.53,28.99,185.69,4,4.12,0.26,0.97,0.015,0.69,1,20.7,36.3
1902-06-08,2022-06-08,Furniture,19,Night,86,2,2.95,26.36,29.87,122.83,3,2.34,0.78,1.39,0.016,1.43,2,18.8,42.1
1902-06-09,2022-06-09,Automotive,4,Night,111,2,22.1,28.15,25.11,325.32,2,,,1.93,0.043,0.23,1,19.3,58.5
1902-06-10,2022-06-10,Appliances,11,Day,180,1,14.26,18,26.23,488.55,1,0.15,1.1,1.6,0.035,,1,23.1,49.6
1902-06-11,2022-06-11,Automotive,1,Day,107,2,22.42,15.64,15.89,409.29,3,0.29,2.13,1.01,0.011,0.24,2,21.3,35.3
1902-06-12,2022-06-12,Textiles,5,Night,160,8,22.75,41.08,21.53,258.47,4,0.63,0.35,0.83,0.016,0.83,0,18.5,58.6
1902-06-13,2022-06-13,Furniture,19,Day,151,4,13.54,34.25,15.37,175.85,2,0.93,,1.2,0.045,1.53,1,21.4,46.6
1902-06-14,2022-06-14,Furniture,17,Swing,176,4,12.45,16.01,25.79,400.29,4,,1.02,0.57,0.033,1.57,1,24.3,44.6
1902-06-15,2022-06-15,Electronics,16,Day,161,5,7.96,29.84,27.46,445.49,4,1.7,1.55,2.26,0.015,0.19,1,20.9,45.6
1902-06-16,2022-06-16,Electronics,14,Night,110,5,19.83,49.84,16.79,238.06,2,1.54,1.01,1.08,0.012,0.55,2,19.1,51.4
1902-06-17,2022-06-17,Textiles,7,Day,122,7,22.78,31.06,16.41,124.87,4,1.08,2.4,2.27,0.05,0.7,1,19.5,57.6
1902-06-18,2022-06-18,Appliances,9,Day,113,5,5.06,46.49,27.35,347.69,3,0.77,0.46,1.94,0.022,1.83,0,22.8,31.1
1902-06-19,2022-06-19,Automotive,3,Day,134,7,19.03,43.42,22.61,136.68,4,3.37,1.06,2.39,0.036,0.92,0,21,56.5
1902-06-20,2022-06-20,Appliances,12,Night,199,8,5.21,14.42,27.7,169.43,4,,1.85,1.66,0.023,1.8,0,21.8,31
1902-06-21,2022-06-21,Textiles,8,Night,177,4,5.11,26.18,20.94,101.76,1,4.76,0.14,2.03,0.04,1.71,2,23.4,46.3
1902-06-22,2022-06-22,Appliances,12,Night,77,,7.04,32.39,17.62,204.36,4,,1.83,0.85,0.046,0.08,0,22.3,49.6
1902-06-23,2022-06-23,Electronics,14,Day,126,4,16.91,35.97,20.56,404.72,3,3.76,2.09,1.84,0.029,1.4,2,21.5,59.3
1902-06-24,2022-06-24,Automotive,1,Day,152,2,2.61,21.66,19.19,428.29,4,0.43,2.85,1.58,0.046,1.76,1,24,55.9
1902-06-25,2022-06-25,Automotive,3,Day,66,9,8.36,10.31,22.64,479.26,3,4.55,,1.45,0.022,0.73,2,24.5,36.1
1902-06-26,2022-06-26,Furniture,19,Night,77,5,13.07,22.39,28.36,429.11,3,4.87,0.78,0.96,0.037,0.97,2,21.9,30.5
1902-06-27,2022-06-27,Furniture,17,Night,81,4,19.32,32.66,20.36,184.51,2,0.36,2.01,1.88,0.016,0.47,1,24.2,44.8
1902-06-28,2022-06-28,Electronics,14,Day,134,9,8.67,24.02,26.03,309.4,3,4.19,0.25,1.54,0.02,,0,18.7,47.4
1902-06-29,2022-06-29,Furniture,20,Swing,110,2,12.46,25.23,24.58,334.74,1,2.1,2.16,2.22,0.043,,1,20,51.4
1902-06-30,2022-06-30,Furniture,18,Swing,99,6,15.47,43.47,18.34,151,3,1.59,1,0.69,0.047,1.44,2,22,47
1902-07-01,2022-07-01,Electronics,13,Swing,133,,6.9,26.68,19.76,274.18,1,3.39,0.64,0.63,0.039,0.47,2,23.8,33.8
1902-07-02,2022-07-02,Appliances,11,Night,90,,22.39,48.73,18.1,222.13,2,1.58,0.05,0.7,0.016,1.02,1,18.3,55.5
1902-07-03,2022-07-03,Appliances,12,Night,165,8,9.32,16.56,26.37,401.14,1,0.55,1.58,1.13,0.011,0.94,0,24.1,43.7
1902-07-04,2022-07-04,Textiles,5,Night,134,0,18.19,13.6,16.92,131.87,4,3.49,0.54,2.12,0.013,0.81,2,19.5,35.5
1902-07-05,2022-07-05,Automotive,1,Swing,183,3,16.34,18.52,23.68,210.34,2,3.28,1.74,1.62,0.023,,1,24.3,51.7
1902-07-06,2022-07-06,Appliances,10,Day,145,5,15.76,13.52,17.57,141.47,4,3.94,1.53,1.72,0.023,1.43,2,21,54.2
1902-07-07,2022-07-07,Electronics,14,Swing,147,0,10.39,19.98,17.96,285.22,1,2.8,1.86,1.6,0.012,0.44,0,20.1,58.9
1902-07-08,2022-07-08,Automotive,4,Day,107,8,20.91,31.75,15.08,175.55,1,,0.73,1.68,0.049,1.8,2,22.8,30.4
1902-07-09,2022-07-09,Textiles,7,Day,50,9,19.03,20.35,21.61,141.99,2,0.04,,0.53,0.032,1.22,1,23.3,33.5
1902-07-10,2022-07-10,Automotive,2,Night,146,0,13.97,42.72,27.14,363.37,4,,2.35,1.91,0.012,1.96,1,19.1,57.1
1902-07-11,2022-07-11,Furniture,19,Swing,197,4,8.2,24.35,16.32,438.05,1,2.19,2.97,2.08,0.037,1.84,1,22.6,39
1902-07-12,2022-07-12,Electronics,14,Swing,121,9,13.86,26.15,27.69,180.6,3,2.86,1.14,2.44,0.045,,1,22.6,33.7
1902-07-13,2022-07-13,Textiles,7,Swing,87,0,3,13.47,27.65,148.86,3,4.45,1.16,1.85,0.02,1.57,1,18.8,57
1902-07-14,2022-07-14,Textiles,6,Night,105,8,13.46,20.82,18.48,364.14,3,,2.6,1.56,0.042,0.35,1,19.1,49.6
1902-07-15,2022-07-15,Textiles,5,Night,144,0,17.09,14.82,28.1,117.31,1,,,1.56,0.045,1.88,2,18.8,40.8
1902-07-16,2022-07-16,Electronics,16,Day,187,2,22.19,19.31,27.4,195.33,3,0.73,1.04,1.15,0.015,1.37,1,19.9,44.9
1902-07-17,2022-07-17,Textiles,6,Night,87,0,17.52,36.34,24.82,221.99,1,1.26,,1.45,0.027,0.38,0,23.8,56.6
1902-07-18,2022-07-18,Furniture,20,Night,143,0,6.39,25.27,27.47,467.83,3,,,0.58,0.014,0.34,1,23.4,52.3
1902-07-19,2022-07-19,Furniture,18,Day,124,7,2.19,10.76,16.1,240.43,4,4.67,1.63,2.44,0.011,1.5,0,20.7,44
1902-07-20,2022-07-20,Appliances,9,Day,191,5,7.57,20.7,19.79,313.02,1,,1.88,0.68,0.041,,2,23.4,57.3
1902-07-21,2022-07-21,Textiles,8,Night,136,6,10.13,44.86,19.33,409.2,3,2.5,2.64,0.83,0.013,0.27,0,18.5,58.1
1902-07-22,2022-07-22,Automotive,1,Night,109,,1.33,25.12,26.72,438.08,2,3.79,,1.52,0.032,1.01,0,24.4,51.3
1902-07-23,2022-07-23,Textiles,7,Swing,147,3,22.76,32.51,26.28,138.22,1,1.32,0.15,1.36,0.03,1.65,2,21,56.1
1902-07-24,2022-07-24,Automotive,4,Day,109,9,14.46,29.15,28.36,401.67,3,0.75,,2.25,0.029,0.3,1,24.6,49
1902-07-25,2022-07-25,Furniture,18,Day,67,1,22.74,48.95,19.33,401.49,3,2.93,0.18,1.11,0.046,0.03,1,18.7,51.6
1902-07-26,2022-07-26,Furniture,18,Night,196,4,8.99,21.15,22.11,451.32,1,2.12,0.76,1.94,0.033,0.27,2,22.2,55.3
1902-07-27,2022-07-27,Furniture,20,Swing,123,0,17.51,38.28,15.28,406.25,2,2.29,0.75,1.35,0.048,0.37,0,23.8,35.9
1902-07-28,2022-07-28,Electronics,16,Night,74,9,15.76,33.86,29.85,151.74,3,0.85,2.33,1.26,0.039,1.26,0,24.2,32.8
1902-07-29,2022-07-29,Automotive,2,Night,100,6,6.62,34.78,21.17,220.3,4,1.82,0.15,0.92,0.029,0.67,0,19.7,30.8
1902-07-30,2022-07-30,Appliances,12,Swing,80,1,7.29,42.26,23.37,269.35,4,4.87,,2.13,0.015,0.21,2,18.9,37.8
1902-07-31,2022-07-31,Textiles,6,Swing,152,,10.29,16.67,22.99,145.3,4,0.39,1.79,0.89,0.034,0.79,2,23,37.8
1902-08-01,2022-08-01,Automotive,3,Day,55,7,5.47,43.76,20.84,148.29,2,4.92,1.54,0.52,0.038,1.17,0,18.9,56.8
1902-08-02,2022-08-02,Automotive,3,Night,76,6,8.58,14.13,18.49,415.43,4,3.04,0.07,2.16,0.048,0.61,2,19.7,45.8
1902-08-03,2022-08-03,Furniture,17,Swing,154,3,14.14,36.59,26.19,168.12,2,2.06,2.48,0.92,0.022,1.17,1,25,40.5
1902-08-04,2022-08-04,Electronics,14,Swing,190,7,6.61,18.29,20.64,462.03,2,0.01,1.13,0.8,0.05,1.82,2,22.2,49.9
1902-08-05,2022-08-05,Automotive,1,Night,183,8,7.6,35.69,25.09,185.02,1,2.19,1.34,0.9,0.012,0.8,1,24.3,46.7
1902-08-06,2022-08-06,Electronics,13,Night,115,2,21.61,14.61,25.96,296.33,3,2.24,2.01,2.38,0.019,1.88,2,22.6,48.8
1902-08-07,2022-08-07,Electronics,16,Night,72,1,11.85,38.38,25.89,184.67,1,1.18,,1.84,0.049,1.72,1,21.9,41.2
1902-08-08,2022-08-08,Electronics,14,Night,120,9,17.29,22.88,16.22,476.46,1,4.29,0.83,1.88,0.027,0.04,2,22.3,44.7
1902-08-09,2022-08-09,Textiles,5,Night,118,4,7.2,36.61,29.62,316.86,2,1.88,0.03,0.8,0.049,1.34,2,24.8,38.4
1902-08-10,2022-08-10,Automotive,4,Swing,124,3,14.71,31.9,26.39,323.84,4,0.56,2.42,1.73,0.05,,2,24.8,51.6
1902-08-11,2022-08-11,Furniture,20,Day,52,7,16.72,18.99,23.96,448.47,1,4.21,2.27,2.22,0.022,0.51,1,24.8,41.6
1902-08-12,2022-08-12,Automotive,4,Day,170,9,7.98,31.27,19.33,159.88,2,3.28,1.92,1.86,0.029,1.47,1,19.6,51.7
1902-08-13,2022-08-13,Electronics,16,Day,70,5,11.06,16.36,17.27,134.72,2,,2.8,0.65,0.018,1.46,0,18.4,53.4
1902-08-14,2022-08-14,Automotive,3,Swing,164,5,20.38,49.69,26.91,489.83,3,0.37,0.61,1.37,0.043,1.38,1,22.9,36.4
1902-08-15,2022-08-15,Furniture,19,Day,132,2,17.19,33.85,20.92,467.41,1,,0.31,1.92,0.016,,1,21.4,32
1902-08-16,2022-08-16,Furniture,20,Night,142,4,21.56,30.43,28.68,201.09,2,4.34,3,0.69,0.017,1.19,0,24.3,38.8
1902-08-17,2022-08-17,Electronics,13,Night,69,,5.26,46.74,29.11,336.87,3,4.41,2.61,1.22,0.042,1.19,0,21.8,45.3
1902-08-18,2022-08-18,Furniture,17,Night,155,6,16.48,22.01,15.84,377.39,2,,0.12,1.93,0.041,1.93,1,20.8,58.8
1902-08-19,2022-08-19,Electronics,13,Day,80,6,1.35,19.13,23.71,470.68,3,0.62,0.99,2.17,0.042,1.56,1,20.2,54.1
1902-08-20,2022-08-20,Automotive,2,Night,125,,6.54,35.46,20.76,184.08,2,4.94,1.55,1.78,0.018,0.72,0,18.8,37
1902-08-21,2022-08-21,Appliances,11,Swing,92,4,2.35,46.3,21.13,415.27,1,,1.88,2.18,0.039,1.27,2,19.6,54.9
1902-08-22,2022-08-22,Automotive,1,Night,99,,18.41,35.99,24.24,171.43,1,2.34,1.25,1.81,0.026,1.78,1,21.3,36.6
1902-08-23,2022-08-23,Appliances,10,Day,62,4,12.62,10.87,26.66,323.77,2,3.65,0.26,2.36,0.036,1.63,1,19.7,36
1902-08-24,2022-08-24,Automotive,1,Day,130,3,12.6,44.5,23.25,180.18,2,,1.42,0.53,0.018,0.87,1,24.4,38.4
1902-08-25,2022-08-25,Furniture,18,Night,129,5,10.35,21.89,26.35,219.09,4,4.95,1.64,1.2,0.047,1.85,2,24.4,40.6
1902-08-26,2022-08-26,Automotive,1,Day,86,9,2.32,44.77,29.48,312.7,2,3.9,0.94,0.63,0.034,1.95,2,21.9,41.3
1902-08-27,2022-08-27,Automotive,3,Day,125,6,18.53,49.26,21.17,227.8,1,1.6,0.48,1.26,0.04,1.54,0,19.2,31.4
1902-08-28,2022-08-28,Automotive,2,Swing,125,2,17.49,36.05,21.67,498.86,3,,1.55,0.99,0.028,0.35,0,20.3,47
1902-08-29,2022-08-29,Textiles,8,Night,174,,17.47,21.23,25.1,357.85,2,,0.83,0.99,0.044,1.49,0,23.5,59.1
1902-08-30,2022-08-30,Textiles,7,Swing,144,2,23.87,19.03,15.59,434.54,3,2.21,0.72,1.08,0.025,0.81,2,22.7,55.4
1902-08-31,2022-08-31,Appliances,9,Day,102,6,20.28,38.18,16.76,178.71,3,2.37,2.17,1.08,0.022,,1,23.2,48
1902-09-01,2022-09-01,Textiles,8,Swing,144,1,7.14,12.15,17.26,152.09,3,4.5,1.68,1.66,0.049,0.23,2,19.9,54
1902-09-02,2022-09-02,Textiles,6,Night,101,1,4.35,36.01,23.67,212.1,1,1.7,2.23,1.8,0.03,0.2,0,18.1,53
1902-09-03,2022-09-03,Furniture,18,Day,136,5,11.34,22.37,23.16,425.79,3,3.3,1.34,1.02,0.024,0.81,0,18.1,38
1902-09-04,2022-09-04,Furniture,17,Swing,167,8,20.16,10.11,19.59,179.37,2,4.86,0.23,0.78,0.032,1.12,1,22.7,38.9
1902-09-05,2022-09-05,Appliances,10,Swing,129,,4.64,35.34,23.62,198.24,1,,1.48,1.33,0.043,1.36,2,21.9,52.5
1902-09-06,2022-09-06,Furniture,20,Day,185,3,18.85,33.28,29.46,397.24,2,3.49,1.79,1.09,0.031,1.73,2,20.9,32.4
1902-09-07,2022-09-07,Appliances,11,Day,61,4,22.61,31.15,27.93,420.36,2,0.69,2.33,2.34,0.031,0.29,2,23.4,57.1
1902-09-08,2022-09-08,Furniture,18,Swing,150,8,4.19,19.95,20.39,318.99,3,4.29,1.75,2.1,0.031,0.63,2,24.3,56.8
1902-09-09,2022-09-09,Appliances,9,Swing,130,,16.71,46.59,29.27,157.67,4,4.17,2.39,2.27,0.03,0.07,0,24.2,44.2
